"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"17.266","Work Incentive Grants","Department of Labor / Employment Training Administration","B - Cooperative Agreements","8/30/2010 12:55","1/1/2002 0:00"
"17.267","Incentive Grants - WIA Section 503","Department of Labor / Employment Training Administration","A - Formula Grants (Cooperative Agreements)","8/27/2010 7:52","1/1/2004 0:00"
"17.268","H-1B Job Training Grants","Department of Labor / Employment Training Administration","B - Project Grants","8/27/2010 7:53","1/1/2006 0:00"
"17.269","Community Based Job Training Grants","Department of Labor / Employment Training Administration","B - PROJECT GRANTS","8/27/2010 7:53","1/1/2006 0:00"
"17.270","Reintegration of Ex-Offenders","Department of Labor / Employment Training Administration","B - PROJECT GRANTS","8/27/2010 7:53","1/1/2006 0:00"
"17.271","Work Opportunity Tax Credit Program (WOTC)","Department of Labor / Employment Training Administration","A - FORMULA GRANTS","8/27/2010 7:53","1/1/2006 0:00"
"17.272","Permanent Labor Certification for Foreign Workers","Department of Labor / Employment Training Administration","J - PROVISION OF SPECIALIZED SERVICES","8/27/2010 7:54","1/1/2006 0:00"
"17.273","Temporary Labor Certification for Foreign Workers","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, J - PROVISION OF SPECIALIZED SERVICES, O - Federal Employment","8/27/2010 7:58","1/1/2006 0:00"
"17.274","Youthbuild","Department of Labor / Employment Training Administration","B - PROJECT GRANTS","8/26/2010 10:50","1/1/2007 0:00"
"17.275","Program of Competitive Grants for Worker Training and Placement in High Growth and Emerging Industry Sectors","Department of Labor / Employment Training Administration","B - Project Grants","8/27/2010 7:58","5/22/2009 9:42"
"17.276","Health Coverage Tax Credit (HCTC)","Department of Labor / Employment Training Administration","B - Project Grants","8/27/2010 7:59","5/22/2009 9:42"
"17.277","Workforce Investment Act (WIA) National Emergency Grants","Department of Labor / Employment Training Administration","B - Project Grants","8/27/2010 7:59","7/30/2009 7:54"
"17.278","WIA Dislocated Worker Formula Grants","Department of Labor / Employment Training Administration","A - Formula Grants","8/27/2010 7:59","7/30/2009 7:55"
"17.279","Green Jobs Innovation Fund Grants","Department of Labor / Employment Training Administration","B - Project Grants (Discretionary)","8/27/2010 7:59","7/28/2010 12:23"
"17.280","Workforce Investment Act (WIA) Dislocated Worker National Reserve Demonstration Grants","Department of Labor / Employment Training Administration","B - Project Grants","8/27/2010 7:59","8/27/2010 7:59"
"17.281","Workforce Investment Act (WIA) Dislocated Worker National Reserve Technical Assistance and Training","Department of Labor / Employment Training Administration","B - Project Grants, C - Direct Payments for Specified Use (Cooperative Agreements)","8/27/2010 8:00","8/27/2010 8:00"
"17.282","Trade Adjustment Assistance Community College and Career Training (TAACCCT) Grants","Department of Labor / Employment Training Administration","B - Project Grants (Discretionary)","8/27/2010 8:00","7/28/2010 12:07"
"17.301","Non-Discrimination and Affirmative Action by Federal Contractors and Federally Assisted Construction Contractors","Department of Labor / Office of Federal Contract Compliance Programs","N - Investigation of Complaints","8/11/2010 11:48","1/1/1969 0:00"
"17.302","Longshore and Harbor Workers' Compensation","Department of Labor / Office of Workers' Compensation Programs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE","8/20/2010 7:48","1/1/1969 0:00"
"17.303","Wage and Hour Standards","Department of Labor / Wage and Hour Division","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/23/2010 9:39","1/1/1967 0:00"
"17.306","Consumer Credit Protection","Department of Labor / Wage and Hour Division","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:00","1/1/1970 0:00"
"17.307","Coal Mine Workers' Compensation","Department of Labor / Office of Workers' Compensation Programs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE","8/20/2010 7:52","1/1/2004 0:00"
"17.308","Farm Labor Contractor Registration","Department of Labor / Wage and Hour Division","K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:00","1/1/1972 0:00"
"17.309","Labor Organization Reports","Department of Labor / Office of Labor-Management Standards","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, N - INVESTIGATION OF COMPLAINTS","8/23/2010 9:40","1/1/1999 0:00"
"17.310","Energy Employees Occupational Illness Compensation","Department of Labor / Office of Workers' Compensation Programs","D - Direct Payments with Unrestricted Use","8/20/2010 7:49","1/1/2006 0:00"
"17.311","Federal Transit Employee Protection Certifications: Office of Labor-Management Standards","Department of Labor / Office of Labor-Management Standards","B - Project Grants","8/23/2010 9:41","5/15/2009 17:33"
"17.502","Occupational Safety and Health_Susan Harwood Training Grants","Department of Labor / Occupational Safety and Health Administration","B - PROJECT GRANTS","7/9/2010 7:54","1/1/1991 0:00"
"17.503","Occupational Safety and Health_State Program","Department of Labor / Occupational Safety and Health Administration","B - PROJECT GRANTS","7/9/2010 7:54","1/1/1994 0:00"
"17.504","Consultation Agreements","Department of Labor / Occupational Safety and Health Administration","B - Cooperative Agreements","7/9/2010 7:55","1/1/1995 0:00"
"17.505","OSHA Data Initiative","Department of Labor / Occupational Safety and Health Administration","B - Project Grants (Cooperative Agreements or Contracts)","7/9/2010 7:55","1/1/2003 0:00"
"17.600","Mine Health and Safety Grants","Department of Labor / Mine Safety and Health Administration","B - PROJECT GRANTS","8/18/2010 11:01","1/1/1978 0:00"
"17.601","Mine Health and Safety Counseling and Technical Assistance","Department of Labor / Mine Safety and Health Administration","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION","8/18/2010 11:01","1/1/1978 0:00"
"17.602","Mine Health and Safety Education and Training","Department of Labor / Mine Safety and Health Administration","M - TRAINING","8/18/2010 11:00","1/1/1978 0:00"
"17.603","Brookwood-Sago Grant","Department of Labor / Mine Safety and Health Administration","B - PROJECT GRANTS","8/18/2010 11:02","1/1/2007 0:00"
"17.604","Safety and Health Grants","Department of Labor / Mine Safety and Health Administration","B - PROJECT GRANTS","8/18/2010 11:00","1/1/2008 0:00"
"17.700","Women's Bureau","Department of Labor / Office of the Secretary, Women's Bureau","K - ADVISORY SERVICES AND COUNSELING","8/20/2010 7:52","1/1/1978 0:00"
"17.720","Disability Employment Policy Development","Department of Labor / Office of Disability Employment Policy","B - Cooperative Agreements (Discretionary Grants)","8/16/2010 10:07","1/1/2002 0:00"
"17.801","Disabled Veterans' Outreach Program (DVOP)","Department of Labor / Veteran's Employment and Training Service","A - FORMULA GRANTS","8/27/2010 8:00","1/1/1982 0:00"
"17.802","Veterans' Employment Program","Department of Labor / Veteran's Employment and Training Service","B - PROJECT GRANTS","8/27/2010 8:01","1/1/1984 0:00"
"17.803","Uniformed Services Employment and Reemployment Rights","Department of Labor / Veteran's Employment and Training Service","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, N - INVESTIGATION OF COMPLAINTS","8/27/2010 8:01","1/1/1984 0:00"
"17.804","Local Veterans' Employment Representative Program","Department of Labor / Veteran's Employment and Training Service","A - FORMULA GRANTS","8/27/2010 8:01","1/1/1984 0:00"
"17.805","Homeless Veterans Reintegration Project","Department of Labor / Veteran's Employment and Training Service","B - PROJECT GRANTS","8/27/2010 8:01","1/1/1991 0:00"
"17.806","Veteran's Preference in Federal Employment","Department of Labor / Veteran's Employment and Training Service","O - FEDERAL EMPLOYMENT","8/27/2010 8:02","1/1/2000 0:00"
"17.807","Transition Assistance Program","Department of Labor / Veteran's Employment and Training Service","B - PROJECT GRANTS","8/27/2010 8:02","1/1/2004 0:00"
"19.009","Academic Exchange Programs - Undergraduate Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:18","6/11/2009 14:09"
"19.010","Academic Exchange Programs - Humphrey Fellowship Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:18","6/11/2009 14:07"
"19.011","Academic Exchange Programs - Special Academic Exchange Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants","12/2/2009 14:18","6/11/2009 14:08"
"19.012","Professional and Cultural Exchange Programs - Special Professional and Cultural Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants","12/2/2009 14:17","6/11/2009 14:07"
"19.013","Thomas R. Pickering Foreign Affairs Fellowship Program","U.S. Department of State / Bureau of Personnel","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Fellowships)","7/9/2009 18:03","7/9/2009 18:03"
"19.014","One-Time International Exchange Grant Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants","12/2/2009 14:16","7/9/2009 18:03"
"19.015","Cultural, Technical and Educational Centers","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:16","7/9/2009 18:03"
"19.016","Iraq Assistance Programs","U.S. Department of State / Bureau of Near Eastern Affairs","B - Cooperative Agreements","7/22/2009 12:02","7/22/2009 12:02"
"19.017","Environmental and Scientific Partnerships and Programs","U.S. Department of State / Bureau of Oceans and International Environmental and Scientific Affairs","B - Cooperative Agreements, B - Project Grants","10/14/2009 10:32","10/14/2009 10:32"
"19.018","Overseas Processing Entities (OPEs) for U.S. Refugee Resettlement","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/16/2009 8:49","10/16/2009 8:49"
"19.019","International Programs to Combat Human Trafficking","U.S. Department of State / Trafficking in Persons","B - Cooperative Agreements, B - Project Grants","11/5/2009 7:30","11/5/2009 7:30"
"19.020","Charles B. Rangel International Affairs Program","U.S. Department of State / Bureau of Personnel","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Fellowships)","3/1/2010 8:11","3/1/2010 8:11"
"19.021","Investing in People in The Middle East and North Africa","U.S. Department of State / Bureau of Near Eastern Affairs","B - Cooperative Agreements","7/9/2010 7:56","7/9/2010 7:56"
"19.022","Educational and Cultural Exchange Programs Appropriation Overseas Grants","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants","7/16/2010 8:04","7/16/2010 8:04"
"19.025","U.S. Ambassadors Fund for Cultural Preservation","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants (Discretionary)","7/9/2010 8:00","7/9/2010 8:00"
"19.204","Fishermen's Guaranty Fund","U.S. Department of State / Bureau of Oceans and International Environmental and Scientific Affairs","G - INSURANCE","10/10/2008 0:00","1/1/1987 0:00"
"19.300","Program for Study of Eastern Europe and the Independent States of the Former Soviet Union","U.S. Department of State / Bureau of Intelligence and Research","B - PROJECT GRANTS","9/20/2008 0:00","1/1/1992 0:00"
"19.345","International Programs to Support Democracy, Human Rights and Labor","U.S. Department of State / Bureau of Democracy, Human Rights and Labor","B - Project Grants","12/23/2009 10:56","12/23/2009 10:56"
"19.400","Academic Exchange Programs - Graduate Students","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - PROJECT GRANTS","12/2/2009 14:16","1/1/2000 0:00"
"19.401","Academic Exchange Programs - Scholars","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants (Cooperative Agreements)","12/2/2009 14:15","1/1/2000 0:00"
"19.402","Professional and Cultural Exchange Programs - International Visitor Leadership Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants (Cooperative Agreements)","12/2/2009 14:15","1/1/2000 0:00"
"19.408","Academic Exchange Programs - Teachers","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:14","1/1/2000 0:00"
"19.415","Professional and Cultural Exchange Programs - Citizen Exchanges","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants","12/2/2009 14:13","1/1/2000 0:00"
"19.421","Academic Exchange Programs - English Language Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:07","1/1/2001 0:00"
"19.432","Academic Exchange Programs - Educational Advising and Student Services","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements","12/2/2009 14:05","1/1/2005 0:00"
"19.500","Middle East Partnership Initiative (MEPI)","U.S. Department of State / Bureau of Near Eastern Affairs","B - PROJECT GRANTS","9/7/2010 19:02","1/1/2004 0:00"
"19.501","Public Diplomacy Programs for Afghanistan and Pakistan","U.S. Department of State","B - Cooperative Agreements","11/18/2009 8:30","11/18/2009 8:30"
"19.510","U.S. Refugee Admissions Program","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/17/2009 14:26","1/1/2004 0:00"
"19.511","Overseas Refugee Assistance Programs for East Asia","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/17/2009 14:26","1/1/2005 0:00"
"19.517","Overseas Refugee Assistance Programs for Africa","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - PROJECT GRANTS","10/17/2009 14:27","1/1/2005 0:00"
"19.518","Overseas Refugee Assistance Programs for Western Hemisphere","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/8/2009 11:10","1/1/2005 0:00"
"19.519","Overseas Refugee Assistance Program for Near East and South Asia","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/8/2009 11:08","1/1/2005 0:00"
"19.520","Overseas Refugee Assistance Programs for Europe","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/16/2009 8:49","1/1/2005 0:00"
"19.522","Overseas Refugee Assistance Programs for Strategic Global Priorities","U.S. Department of State / Bureau of Population, Refugees, and Migration","B - Cooperative Agreements","10/16/2009 8:50","1/1/2005 0:00"
"20.106","Airport Improvement Program","Department of Transportation / Federal Aviation Administration (FAA)","B - PROJECT GRANTS, K - ADVISORY SERVICES AND COUNSELING","8/13/2010 7:50","1/1/1983 0:00"
"20.108","Aviation Research Grants","Department of Transportation / Federal Aviation Administration (FAA)","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT","8/13/2010 7:50","1/1/1993 0:00"
"20.109","Air Transportation Centers of Excellence","Department of Transportation / Federal Aviation Administration (FAA)","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, J - PROVISION OF SPECIALIZED SERVICES","6/11/2010 7:23","1/1/1993 0:00"
"20.200","Highway Research and Development Program","Department of Transportation / Federal Highway Administration (FHWA)","B - Cooperative Agreements","7/27/2010 7:45","1/1/1970 0:00"
"20.205","Highway Planning and Construction","Department of Transportation / Federal Highway Administration (FHWA)","A - FORMULA GRANTS, B - PROJECT GRANTS","7/27/2010 7:46","1/1/1967 0:00"
"20.215","Highway Training and Education","Department of Transportation / Federal Highway Administration (FHWA)","B - Cooperative Agreements, M - TRAINING","7/28/2010 7:50","1/1/1980 0:00"
"20.218","National Motor Carrier Safety","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","A - FORMULA GRANTS","8/2/2010 6:58","1/1/1983 0:00"
"20.219","Recreational Trails Program","Department of Transportation / Federal Highway Administration (FHWA)","A - Formula Grants, A - Formula Grants (Apportionments)","7/28/2010 7:50","1/1/1993 0:00"
"20.223","Transportation Infrastructure Finance and Innovation Act (TIFIA) Program","Department of Transportation / Federal Highway Administration (FHWA)","E - DIRECT LOANS, F - GUARANTEED/INSURED LOANS","7/28/2010 7:50","1/1/2007 0:00"
"20.231","Performance and Registration Information Systems Management","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Project Grants (Discretionary)","7/28/2010 7:50","1/1/2006 0:00"
"20.232","Commercial Driver's License Program Improvement Grant","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Cooperative Agreements, B - Project Grants, B - Project Grants (Discretionary)","8/2/2010 6:59","1/1/2005 0:00"
"20.233","Border Enforcement Grants","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Project Grants (Discretionary)","6/11/2010 7:23","1/1/2005 0:00"
"20.234","Safety Data Improvement Program","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Project Grants (Discretionary)","7/30/2010 7:47","1/1/2006 0:00"
"20.235","Commercial Motor Vehicle Operator Training Grants","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Project Grants (Discretionary)","8/2/2010 6:59","1/1/2006 0:00"
"20.237","Commercial Vehicle Information Systems and Networks","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Project Grants (Discretionary)","8/11/2010 7:55","1/1/2006 0:00"
"20.238","Commercial Drivers License Information System (CDLIS) Modernization Grant","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Cooperative Agreements, B - Project Grants, B - Project Grants (Discretionary)","8/2/2010 7:00","1/1/2007 0:00"
"20.239","Motor Carrier Research and Technology Programs","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Cooperative Agreements, B - Project Grants, B - Project Grants (Contracts)","8/13/2010 7:51","9/11/2009 8:40"
"20.240","Fuel Tax Evasion-Intergovernmental Enforcement Effort","Department of Transportation / Federal Highway Administration (FHWA)","B - PROJECT GRANTS","7/28/2010 7:51","1/1/2006 0:00"
"20.241","Federal Motor Carrier Safety Administration National Training Center","Department of Transportation","A - Formula Grants (Cooperative Agreements)","8/3/2010 10:30","9/21/2009 8:46"
"20.242","Medical Programs","Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA)","B - Cooperative Agreements (Discretionary Grants)","2/4/2010 9:24","2/4/2010 9:24"
"20.301","Railroad Safety","Department of Transportation / Federal Railroad Administration (FRA)","B - Project Grants","8/11/2010 7:55","1/1/1971 0:00"
"20.313","Railroad Research and Development","Department of Transportation / Federal Railroad Administration (FRA)","B - PROJECT GRANTS","8/6/2010 7:45","1/1/2000 0:00"
"20.314","Railroad Development","Department of Transportation / Federal Railroad Administration (FRA)","B - PROJECT GRANTS","8/11/2010 7:55","1/1/2006 0:00"
"20.315","National Railroad Passenger Corporation Grants","Department of Transportation / Federal Railroad Administration (FRA)","B - PROJECT GRANTS","8/11/2010 7:56","1/1/2006 0:00"
"20.316","Railroad Rehabilitation and Improvement Financing Program","Department of Transportation / Federal Railroad Administration (FRA)","E - DIRECT LOANS, F - Loan Guarantees/Grants","8/11/2010 7:56","1/1/2007 0:00"
"20.317","Capital Assistance to States - Intercity Passenger Rail Service","Department of Transportation / Federal Railroad Administration (FRA)","B - PROJECT GRANTS","8/13/2010 7:51","1/1/2008 0:00"
"20.318","Maglev Project Selection Program - SAFETEA-LU","Department of Transportation / Federal Railroad Administration (FRA)","B - Cooperative Agreements","8/11/2010 7:58","1/1/2008 0:00"
"20.319","High-Speed Rail Corridors and Intercity Passenger Rail Service  Capital Assistance Grants","Department of Transportation / Federal Railroad Administration (FRA)","B - Cooperative Agreements, B - Project Grants","8/6/2010 7:45","6/17/2009 12:19"
"20.320","Rail Line Relocation and Improvement","Department of Transportation / Federal Railroad Administration (FRA)","B - Project Grants (Cooperative Agreements)","8/11/2010 7:58","7/21/2009 18:09"
"20.321","RAILROAD SAFETY TECHNOLOGY GRANTS","Department of Transportation / Federal Railroad Administration (FRA)","B - Project Grants","3/3/2010 10:00","3/3/2010 10:00"
"20.500","Federal Transit_Capital Investment Grants","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS, B - PROJECT GRANTS","6/29/2010 7:55","1/1/1970 0:00"
"20.505","Metropolitan Transportation Planning","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","6/27/2010 8:21","1/1/1969 0:00"
"20.507","Federal Transit_Formula Grants","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","6/27/2010 8:20","1/1/1975 0:00"
"20.509","Formula Grants for Other Than Urbanized Areas","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","6/27/2010 8:20","1/1/1979 0:00"
"20.513","Capital Assistance Program for Elderly Persons and Persons with Disabilities","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","7/2/2010 7:23","1/1/1987 0:00"
"20.514","Public Transportation Research","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING","7/1/2010 15:28","1/1/1993 0:00"
"20.515","State Planning and Research","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","6/29/2010 7:56","1/1/1994 0:00"
"20.516","Job Access_Reverse Commute","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS","6/27/2010 8:21","1/1/2000 0:00"
"20.518","Capital and Training Assistance Program for Over-the-Road Bus Accessibility","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS","7/1/2010 15:11","1/1/2000 0:00"
"20.519","Clean Fuels","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS","7/1/2010 11:38","1/1/2006 0:00"
"20.520","Paul S. Sarbanes Transit in the Parks","Department of Transportation / Federal Transit Administration (FTA)","B - Cooperative Agreements, B - Project Grants","7/1/2010 12:12","10/8/2009 7:37"
"20.521","New Freedom Program","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS","7/1/2010 12:13","1/1/2006 0:00"
"20.522","Alternatives Analysis","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS","7/1/2010 13:08","1/1/2006 0:00"
"20.523","Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions","Department of Transportation / Federal Transit Administration (FTA)","B - Project Grants (Discretionary)","8/12/2010 14:06","9/10/2009 9:11"
"20.600","State and Community Highway Safety","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","A - FORMULA GRANTS","6/7/2010 8:17","1/1/1971 0:00"
"20.601","Alcohol Impaired Driving Countermeasures Incentive Grants I","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/7/2010 8:17","1/1/1991 0:00"
"20.602","Occupant Protection Incentive Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:31","1/1/1992 0:00"
"20.607","Alcohol Open Container Requirements","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:31","1/1/2004 0:00"
"20.608","Minimum Penalties for Repeat Offenders for Driving While Intoxicated","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:32","1/1/2004 0:00"
"20.609","Safety Belt Performance Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:32","1/1/2006 0:00"
"20.610","State Traffic Safety Information System Improvement Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:32","1/1/2008 0:00"
"20.611","Incentive Grant Program to Prohibit Racial Profiling","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:33","1/1/2006 0:00"
"20.612","Incentive Grant Program to Increase Motorcyclist Safety","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:33","1/1/2006 0:00"
"20.613","Child Safety and Child Booster Seats Incentive Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS","6/1/2010 11:34","1/1/2006 0:00"
"20.614","National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - Cooperative Agreements, B - Project Grants","6/1/2010 11:35","1/1/2006 0:00"
"20.700","Pipeline Safety Program Base Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","A - FORMULA GRANTS","8/3/2010 10:31","1/1/1971 0:00"
"20.701","University Transportation Centers Program","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS","8/4/2010 7:56","1/1/1992 0:00"
"20.703","Interagency Hazardous Materials Public Sector Training and Planning Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants (Discretionary)","8/4/2010 7:57","1/1/1993 0:00"
"20.710","Technical Assistance Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants (Discretionary)","8/4/2010 8:01","7/21/2009 18:09"
"20.720","State Damage Prevention Program Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants (Discretionary)","8/4/2010 8:01","1/1/2007 0:00"
"20.721","PHMSA Pipeline Safety Program One Call Grant","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - PROJECT GRANTS","8/4/2010 8:01","1/1/2008 0:00"
"20.722","Technology Development Grant","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants","8/4/2010 8:02","7/30/2009 7:55"
"20.761","Biobased Transportation Research","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS","7/16/2010 8:05","1/1/2008 0:00"
"20.762","Research Grants","Department of Transportation / Research and Innovative Technology Administration","B - Project Grants","7/16/2010 8:05","1/1/2006 0:00"
"20.764","Hydrogen Storage Research and Development","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS","7/15/2010 7:37","1/1/2007 0:00"
"20.802","Federal Ship Financing Guarantees","Department of Transportation / Maritime Administration (MARAD)","F - GUARANTEED/INSURED LOANS","8/12/2010 14:09","1/1/1981 0:00"
"20.803","Maritime War Risk Insurance","Department of Transportation / Maritime Administration (MARAD)","G - INSURANCE","7/29/2010 7:37","1/1/1981 0:00"
"20.806","State Maritime Schools","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT","7/29/2010 7:38","1/1/1981 0:00"
"20.807","U.S. Merchant Marine Academy","Department of Transportation / Maritime Administration (MARAD)","M - TRAINING","7/29/2010 7:38","1/1/1981 0:00"
"20.808","Capital Construction Fund","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/29/2010 7:41","1/1/1981 0:00"
"20.812","Construction Reserve Fund","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/10/2010 7:37","1/1/1981 0:00"
"20.813","Maritime Security Fleet Program","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/10/2010 7:42","1/1/1997 0:00"
"20.814","Assistance to Small Shipyards","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/12/2010 14:07","1/1/2008 0:00"
"20.816","Americas Marine Highway Grants","Department of Transportation / Maritime Administration (MARAD)","B - Project Grants","7/15/2010 7:38","7/15/2010 7:38"
"20.900","Transportation_Consumer Affairs","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","N - INVESTIGATION OF COMPLAINTS","6/13/2010 21:28","1/1/1985 0:00"
"20.901","Payments for Essential Air Services","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/3/2010 10:31","1/1/1985 0:00"
"20.904","Bonding Assistance Program","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","C - Direct Payments for Specified Use, G - INSURANCE, J - Provision of Specialized Services","8/3/2010 10:32","1/1/1993 0:00"
"20.905","Disadvantaged Business Enterprises_Short Term Lending Program","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","F - Guaranteed/Insured Loans","8/3/2010 10:32","1/1/1993 0:00"
"20.907","Entrepreneurial Training and Technical Assistance Women and Girls Program","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - Cooperative Agreements","8/3/2010 10:33","10/22/2009 7:45"
